Model,MSO58 
Channel,CH1,,Channel,CH2,,Channel,CH3,,Channel,CH8 
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,DIGITAL 
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s 
Sample Interval,4.00000000e-09,,Sample Interval,4.00000000e-09,,Sample Interval,4.00000000e-09,,Sample Interval,4.00000000e-09 
Record Length,16002,,Record Length,16002,,Record Length,16002,,Record Length,16002 
Zero Index,-2399088.16000000,,Zero Index,-2399088.16000000,,Zero Index,-2399088.16000000,,Zero Index,-2399088.16000000 
Vertical Units,V,,Vertical Units,V,,Vertical Units,V,,Vertical Units,None 
,,,,,,,,,, 
ANALOG_Thumbnail,CH1_DECI,,ANALOG_Thumbnail,CH2_DECI,,ANALOG_Thumbnail,CH3_DECI,,, 
 
TIME,CH1,CH2,CH3,CH8_D7,CH8_D6,CH8_D5,CH8_D4,CH8_D3,CH8_D2,CH8_D1,CH8_D0 
9.61153264e-03,-7.62500000e-02,1.48500000e+00,3.44000000e+00,0,1,1,1,0,0,0,0
9.61153664e-03,1.80000000e-01,-1.40625000e-01,3.23500000e+00,0,1,1,1,0,0,0,0
9.61154064e-03,-2.83125000e-01,2.70312500e-01,3.16000000e+00,0,1,1,1,0,0,0,0
9.61154464e-03,-1.68750000e-01,3.73125000e-01,3.24500000e+00,0,1,1,1,0,0,0,0
9.61154864e-03,1.67500000e-01,2.52812500e-01,3.30500000e+00,0,1,1,1,0,0,0,0
9.61155264e-03,-8.62500000e-02,3.06500000e+00,3.12000000e+00,0,1,1,1,0,0,0,0
9.61155664e-03,-1.43750000e-01,3.33187500e+00,3.49500000e+00,0,1,1,1,0,0,0,0
9.61156064e-03,1.40625000e-01,3.35156250e+00,3.38500000e+00,0,1,1,1,0,0,0,0
9.61156464e-03,1.18750000e-01,3.04281250e+00,3.21000000e+00,0,1,1,1,0,0,0,0
9.61156864e-03,-2.41250000e-01,3.07500000e+00,3.45000000e+00,0,0,1,1,0,0,0,0
9.61157264e-03,1.16250000e-01,-2.05000000e-01,3.34000000e+00,0,0,0,1,1,0,1,1
9.61157664e-03,-6.87500000e-02,2.00312500e-01,3.16000000e+00,0,0,0,1,1,0,1,1
9.61158064e-03,-1.38750000e-01,1.71562500e-01,3.29000000e+00,0,0,0,1,1,0,1,1
9.61158464e-03,1.11250000e-01,1.60937500e-01,3.50000000e+00,0,0,0,1,1,0,1,1
9.61158864e-03,1.08750000e-01,2.18500000e+00,3.17500000e+00,0,0,0,1,1,0,1,1
9.61159264e-03,-1.56250000e-01,3.38718750e+00,3.42500000e+00,0,0,0,1,1,0,1,1
9.61159664e-03,3.30000000e-01,3.09000000e+00,3.45000000e+00,0,0,0,1,1,0,1,1
9.61160064e-03,1.62500000e-01,3.01156250e+00,3.38000000e+00,0,0,0,1,1,0,1,1
9.61160464e-03,-1.48750000e-01,3.03812500e+00,3.35000000e+00,0,0,0,1,1,0,1,1
9.61160864e-03,2.92500000e-01,1.85937500e-01,3.64500000e+00,1,1,0,0,0,0,0,0
9.61161264e-03,-2.12500000e-02,-1.05625000e-01,3.03500000e+00,1,1,0,0,0,0,0,0
9.61161664e-03,-5.37500000e-02,-1.00000000e-02,3.27000000e+00,1,1,0,0,0,0,0,0
9.61162064e-03,1.25000000e-03,3.34062500e-01,3.53000000e+00,1,1,0,0,0,0,0,0
9.61162464e-03,2.37500000e-01,8.74687500e-01,3.20000000e+00,1,1,0,0,0,0,0,0
9.61162864e-03,-2.03750000e-01,3.37593750e+00,3.32500000e+00,1,1,0,0,0,0,0,0
9.61163264e-03,1.34375000e-01,3.11656250e+00,3.44000000e+00,1,1,0,0,0,0,0,0
9.61163664e-03,1.92500000e-01,3.05656250e+00,3.44500000e+00,1,1,0,0,0,0,0,0
9.61164064e-03,-1.18750000e-01,3.20843750e+00,3.20500000e+00,1,1,0,0,0,0,0,0
9.61164464e-03,-1.53750000e-01,4.37500000e-01,3.28000000e+00,0,0,0,1,1,0,1,1
9.61164864e-03,1.87500000e-01,-2.84375000e-02,3.23500000e+00,0,0,0,1,1,0,1,1
9.61165264e-03,-1.53750000e-01,2.73750000e-01,3.27500000e+00,0,0,0,1,1,0,1,1
9.61165664e-03,-6.12500000e-02,4.07500000e-01,3.31000000e+00,0,0,0,1,1,0,1,1
9.61166064e-03,1.34375000e-01,2.52500000e-01,3.17000000e+00,0,0,0,1,1,0,1,1
9.61166464e-03,-2.16250000e-01,3.32687500e+00,3.13000000e+00,0,0,0,1,1,0,1,1
9.61166864e-03,-6.12500000e-02,3.32468750e+00,3.50000000e+00,0,0,0,1,1,0,1,1
9.61167264e-03,1.44375000e-01,3.33781250e+00,3.37000000e+00,0,0,0,1,1,0,1,1
9.61167664e-03,-2.87500000e-02,3.12031250e+00,3.14500000e+00,0,0,0,1,1,0,1,1
9.61168064e-03,-7.81250000e-02,1.76343750e+00,3.48500000e+00,0,1,1,1,0,0,0,0
9.61168464e-03,2.30000000e-01,-9.25000000e-02,3.23500000e+00,0,1,1,1,0,0,0,0
9.61168864e-03,-2.93125000e-01,2.46562500e-01,3.17500000e+00,0,1,1,1,0,0,0,0
9.61169264e-03,-1.96250000e-01,3.65625000e-01,3.25000000e+00,0,1,1,1,0,0,0,0
9.61169664e-03,1.72500000e-01,2.41250000e-01,3.43000000e+00,0,1,1,1,0,0,0,0
9.61170064e-03,-4.12500000e-02,2.98468750e+00,3.18500000e+00,0,1,1,1,0,0,0,0
9.61170464e-03,-1.26250000e-01,3.33437500e+00,3.45500000e+00,0,1,1,1,0,0,0,0
9.61170864e-03,1.79375000e-01,3.30687500e+00,3.37500000e+00,0,1,1,1,0,0,0,0
9.61171264e-03,1.38125000e-01,3.02093750e+00,3.27500000e+00,0,1,1,1,0,0,0,0
9.61171664e-03,-2.03750000e-01,3.02781250e+00,3.41500000e+00,0,0,1,1,0,0,0,0
9.61172064e-03,9.62500000e-02,-1.92500000e-01,3.39500000e+00,0,0,0,1,1,0,1,1
9.61172464e-03,-8.62500000e-02,1.90625000e-01,3.16000000e+00,0,0,0,1,1,0,1,1
9.61172864e-03,-1.43750000e-01,1.71562500e-01,3.32000000e+00,0,0,0,1,1,0,1,1
9.61173264e-03,9.62500000e-02,1.57187500e-01,3.52500000e+00,0,0,0,1,1,0,1,1
9.61173664e-03,1.06250000e-01,2.10625000e+00,3.17500000e+00,0,0,0,1,1,0,1,1
9.61174064e-03,-1.71250000e-01,3.37593750e+00,3.37500000e+00,0,0,0,1,1,0,1,1
9.61174464e-03,3.32500000e-01,3.07875000e+00,3.50000000e+00,0,0,0,1,1,0,1,1
9.61174864e-03,1.92500000e-01,3.00281250e+00,3.34500000e+00,0,0,0,1,1,0,1,1
9.61175264e-03,-1.18750000e-01,3.04593750e+00,3.32000000e+00,0,0,0,1,1,0,1,1
9.61175664e-03,3.00000000e-01,2.43125000e-01,3.66500000e+00,1,1,0,0,0,0,0,0
9.61176064e-03,1.37500000e-02,-1.05312500e-01,3.02000000e+00,1,1,0,0,0,0,0,0
9.61176464e-03,-1.37500000e-02,-3.43750000e-02,3.26500000e+00,1,1,0,0,0,0,0,0
9.61176864e-03,1.12500000e-02,3.50312500e-01,3.49500000e+00,1,1,0,0,0,0,0,0
9.61177264e-03,3.00000000e-01,4.71250000e-01,3.29000000e+00,1,1,0,0,0,0,0,0
9.61177664e-03,-2.23750000e-01,3.37625000e+00,3.21000000e+00,1,1,0,0,0,0,0,0
9.61178064e-03,1.06250000e-01,3.13656250e+00,3.38000000e+00,1,1,0,0,0,0,0,0
9.61178464e-03,2.20625000e-01,3.11281250e+00,3.41500000e+00,1,1,0,0,0,0,0,0
9.61178864e-03,-1.26250000e-01,3.24625000e+00,3.19000000e+00,1,1,0,0,0,0,0,0
9.61179264e-03,-1.21250000e-01,5.38125000e-01,3.35000000e+00,0,0,0,1,1,1,0,0
9.61179664e-03,1.54375000e-01,-5.53125000e-02,3.24000000e+00,0,0,0,1,1,1,0,0
9.61180064e-03,-1.81250000e-01,2.95625000e-01,3.25500000e+00,0,0,0,1,1,1,0,0
9.61180464e-03,-1.58750000e-01,4.21250000e-01,3.34000000e+00,0,0,0,1,1,1,0,0
9.61180864e-03,1.80625000e-01,2.60000000e-01,3.25500000e+00,0,0,0,1,1,1,0,0
9.61181264e-03,-2.01250000e-01,3.33375000e+00,3.12500000e+00,0,0,0,1,1,1,0,0
9.61181664e-03,-6.12500000e-02,3.32187500e+00,3.57000000e+00,0,0,0,1,1,1,0,0
9.61182064e-03,1.41250000e-01,3.36531250e+00,3.40000000e+00,0,0,0,1,1,1,0,0
9.61182464e-03,-3.37500000e-02,3.09625000e+00,3.21500000e+00,0,0,0,1,1,1,0,0
9.61182864e-03,-8.62500000e-02,1.61000000e+00,3.49500000e+00,0,1,1,1,0,0,0,0
9.61183264e-03,2.32500000e-01,-1.14375000e-01,3.22500000e+00,0,1,1,1,0,0,0,0
9.61183664e-03,-2.49375000e-01,2.75000000e-01,3.20000000e+00,0,1,1,1,0,0,0,0
9.61184064e-03,-1.68750000e-01,3.85937500e-01,3.29500000e+00,0,1,1,1,0,0,0,0
9.61184464e-03,1.70000000e-01,2.41250000e-01,3.39500000e+00,0,1,1,1,0,0,0,0
9.61184864e-03,-6.87500000e-02,2.96468750e+00,3.11500000e+00,0,1,1,1,0,0,0,0
9.61185264e-03,-1.56250000e-01,3.35093750e+00,3.48000000e+00,0,1,1,1,0,0,0,0
9.61185664e-03,1.81875000e-01,3.31250000e+00,3.38000000e+00,0,1,1,1,0,0,0,0
9.61186064e-03,1.03750000e-01,3.03218750e+00,3.26000000e+00,0,1,1,1,0,0,0,0
9.61186464e-03,-1.93750000e-01,3.09843750e+00,3.41500000e+00,0,1,1,1,0,0,0,0
9.61186864e-03,1.44375000e-01,-1.71250000e-01,3.39500000e+00,0,0,0,1,1,1,0,0
9.61187264e-03,-1.01250000e-01,1.38125000e-01,3.20500000e+00,0,0,0,1,1,1,0,0
9.61187664e-03,-1.36250000e-01,1.32187500e-01,3.25500000e+00,0,0,0,1,1,1,0,0
9.61188064e-03,9.12500000e-02,1.82500000e-01,3.47500000e+00,0,0,0,1,1,1,0,0
9.61188464e-03,1.01250000e-01,1.89937500e+00,3.22000000e+00,0,0,0,1,1,1,0,0
9.61188864e-03,-1.85625000e-01,3.38218750e+00,3.38500000e+00,0,0,0,1,1,1,0,0
9.61189264e-03,3.22500000e-01,3.07625000e+00,3.50500000e+00,0,0,0,1,1,1,0,0
9.61189664e-03,1.82500000e-01,3.02437500e+00,3.38500000e+00,0,0,0,1,1,1,0,0
9.61190064e-03,-1.36250000e-01,3.06843750e+00,3.32500000e+00,0,0,0,1,1,1,0,0
9.61190464e-03,2.75000000e-01,2.39375000e-01,3.64000000e+00,1,1,0,0,0,0,0,0
9.61190864e-03,5.37500000e-02,-8.50000000e-02,3.06500000e+00,1,1,0,0,0,0,0,0
9.61191264e-03,-2.87500000e-02,-1.96875000e-02,3.25000000e+00,1,1,0,0,0,0,0,0
9.61191664e-03,1.12500000e-02,3.47812500e-01,3.51500000e+00,1,1,0,0,0,0,0,0
9.61192064e-03,2.80000000e-01,5.22812500e-01,3.21000000e+00,1,1,0,0,0,0,0,0
9.61192464e-03,-1.83750000e-01,3.36781250e+00,3.22000000e+00,1,1,0,0,0,0,0,0
9.61192864e-03,1.44375000e-01,3.14281250e+00,3.45500000e+00,1,1,0,0,0,0,0,0
9.61193264e-03,2.20625000e-01,3.11000000e+00,3.42000000e+00,1,1,0,0,0,0,0,0
9.61193664e-03,-1.33750000e-01,3.20718750e+00,3.19000000e+00,1,1,0,0,0,0,0,0
9.61194064e-03,-1.41250000e-01,5.63437500e-01,3.35000000e+00,0,0,0,1,1,1,0,0
9.61194464e-03,1.77500000e-01,-5.46875000e-02,3.21000000e+00,0,0,0,1,1,1,0,0
9.61194864e-03,-2.28750000e-01,2.86250000e-01,3.22000000e+00,0,0,0,1,1,1,0,0
9.61195264e-03,-1.11250000e-01,4.03750000e-01,3.33500000e+00,0,0,0,1,1,1,0,0
9.61195664e-03,1.52500000e-01,2.60000000e-01,3.23000000e+00,0,0,0,1,1,1,0,0
9.61196064e-03,-1.81250000e-01,3.30562500e+00,3.10500000e+00,0,0,0,1,1,1,0,0
9.61196464e-03,-9.87500000e-02,3.33187500e+00,3.51500000e+00,0,0,0,1,1,1,0,0
9.61196864e-03,1.21250000e-01,3.38031250e+00,3.38500000e+00,0,0,0,1,1,1,0,0
9.61197264e-03,3.62500000e-02,3.10437500e+00,3.18000000e+00,0,0,0,1,1,1,0,0
9.61197664e-03,-1.03750000e-01,2.06625000e+00,3.45500000e+00,0,1,0,1,0,0,0,0
9.61198064e-03,2.77500000e-01,-5.65625000e-02,3.27500000e+00,0,1,1,1,0,0,0,0
9.61198464e-03,-2.39375000e-01,2.71562500e-01,3.21000000e+00,0,1,1,1,0,0,0,0
9.61198864e-03,-1.43750000e-01,3.60625000e-01,3.24000000e+00,0,1,1,1,0,0,0,0
9.61199264e-03,1.75625000e-01,2.23437500e-01,3.40000000e+00,0,1,1,1,0,0,0,0
9.61199664e-03,-6.62500000e-02,2.87968750e+00,3.13000000e+00,0,1,1,1,0,0,0,0
9.61200064e-03,-1.26250000e-01,3.34218750e+00,3.42500000e+00,0,1,1,1,0,0,0,0
9.61200464e-03,2.20000000e-01,3.23500000e+00,3.44500000e+00,0,1,1,1,0,0,0,0
9.61200864e-03,1.48125000e-01,3.01531250e+00,3.30500000e+00,0,1,1,1,0,0,0,0
9.61201264e-03,-1.76250000e-01,3.09718750e+00,3.43500000e+00,0,1,1,1,0,0,0,0
9.61201664e-03,8.37500000e-02,-2.04062500e-01,3.41000000e+00,0,0,0,1,1,1,0,1
9.61202064e-03,-6.25000000e-03,1.67187500e-01,3.23000000e+00,0,0,0,1,1,1,0,1
9.61202464e-03,-1.16250000e-01,1.30937500e-01,3.32500000e+00,0,0,0,1,1,1,0,1
9.61202864e-03,7.62500000e-02,1.86875000e-01,3.50000000e+00,0,0,0,1,1,1,0,1
9.61203264e-03,1.15625000e-01,1.99093750e+00,3.19500000e+00,0,0,0,1,1,1,0,1
9.61203664e-03,-1.76250000e-01,3.38843750e+00,3.42500000e+00,0,0,0,1,1,1,0,1
9.61204064e-03,2.95000000e-01,3.06625000e+00,3.52500000e+00,0,0,0,1,1,1,0,1
9.61204464e-03,1.97500000e-01,3.01437500e+00,3.34000000e+00,0,0,0,1,1,1,0,1
9.61204864e-03,-1.18750000e-01,3.05000000e+00,3.33000000e+00,0,0,0,1,1,1,0,1
9.61205264e-03,3.97500000e-01,3.07187500e-01,3.79000000e+00,1,1,0,0,0,0,0,0
9.61205664e-03,4.37500000e-02,-6.65625000e-02,3.02000000e+00,1,1,0,0,0,0,0,0
9.61206064e-03,-6.12500000e-02,-3.53125000e-02,3.23500000e+00,1,1,0,0,0,0,0,0
9.61206464e-03,-2.87500000e-02,3.66562500e-01,3.46000000e+00,1,1,0,0,0,0,0,0
9.61206864e-03,3.12500000e-01,4.23437500e-01,3.25500000e+00,1,1,0,0,0,0,0,0
9.61207264e-03,-1.81250000e-01,3.38062500e+00,3.22500000e+00,1,1,0,0,0,0,0,0
9.61207664e-03,7.12500000e-02,3.16562500e+00,3.42500000e+00,1,1,0,0,0,0,0,0
9.61208064e-03,1.65625000e-01,3.12000000e+00,3.42500000e+00,1,1,0,0,0,0,0,0
9.61208464e-03,-1.11250000e-01,3.23250000e+00,3.22500000e+00,1,1,0,0,0,0,0,0
9.61208864e-03,-3.62500000e-02,8.20937500e-01,3.35000000e+00,0,0,0,1,1,1,0,1
9.61209264e-03,2.15000000e-01,-7.56250000e-02,3.25500000e+00,0,0,0,1,1,1,0,1
9.61209664e-03,-1.73750000e-01,4.02187500e-01,3.23500000e+00,0,0,0,1,1,1,0,1
9.61210064e-03,-1.33750000e-01,3.95000000e-01,3.34500000e+00,0,0,0,1,1,1,0,1
9.61210464e-03,1.18750000e-01,2.65312500e-01,3.24500000e+00,0,0,0,1,1,1,0,1
9.61210864e-03,-1.78750000e-01,3.29875000e+00,3.14500000e+00,0,0,0,1,1,1,0,1
9.61211264e-03,-6.37500000e-02,3.34125000e+00,3.50500000e+00,0,0,0,1,1,1,0,1
9.61211664e-03,1.01250000e-01,3.37531250e+00,3.45500000e+00,0,0,0,1,1,1,0,1
9.61212064e-03,1.62500000e-02,3.08687500e+00,3.16000000e+00,0,0,0,1,1,1,0,1
9.61212464e-03,-1.31250000e-01,1.99250000e+00,3.48000000e+00,0,1,1,1,0,0,0,0
9.61212864e-03,2.35000000e-01,-4.37500000e-02,3.32000000e+00,0,1,1,1,0,0,0,0
9.61213264e-03,-2.70625000e-01,2.34062500e-01,3.17000000e+00,0,1,1,1,0,0,0,0
9.61213664e-03,-1.71250000e-01,3.57187500e-01,3.24000000e+00,0,1,1,1,0,0,0,0
9.61214064e-03,1.67500000e-01,2.30312500e-01,3.42000000e+00,0,1,1,1,0,0,0,0
9.61214464e-03,-5.12500000e-02,2.91968750e+00,3.13000000e+00,0,1,1,1,0,0,0,0
9.61214864e-03,-1.16250000e-01,3.32812500e+00,3.47000000e+00,0,1,1,1,0,0,0,0
9.61215264e-03,1.85000000e-01,3.26875000e+00,3.39500000e+00,0,1,1,1,0,0,0,0
9.61215664e-03,1.43125000e-01,2.99843750e+00,3.29000000e+00,0,1,1,1,0,0,0,0
9.61216064e-03,-2.03750000e-01,3.11406250e+00,3.40500000e+00,0,1,1,1,0,0,0,0
9.61216464e-03,8.87500000e-02,-2.08125000e-01,3.42500000e+00,0,0,0,1,1,1,0,1
9.61216864e-03,2.37500000e-02,1.19687500e-01,3.14500000e+00,0,0,0,1,1,1,0,1
9.61217264e-03,-7.37500000e-02,1.22500000e-01,3.33000000e+00,0,0,0,1,1,1,0,1
9.61217664e-03,5.62500000e-02,2.15625000e-01,3.53000000e+00,0,0,0,1,1,1,0,1
9.61218064e-03,1.43125000e-01,1.67375000e+00,3.21500000e+00,0,0,0,1,1,1,0,1
9.61218464e-03,-2.21250000e-01,3.38343750e+00,3.33500000e+00,0,0,0,1,1,1,0,1
9.61218864e-03,3.05000000e-01,3.06000000e+00,3.53000000e+00,0,0,0,1,1,1,0,1
9.61219264e-03,1.75000000e-01,3.03312500e+00,3.44000000e+00,0,0,0,1,1,1,0,1
9.61219664e-03,-1.38750000e-01,3.08125000e+00,3.30500000e+00,0,0,0,1,1,1,0,1
9.61220064e-03,3.45000000e-01,3.97500000e-01,3.80500000e+00,1,1,0,0,0,0,0,0
9.61220464e-03,7.62500000e-02,-4.50000000e-02,2.99000000e+00,1,1,0,0,0,0,0,0
9.61220864e-03,-8.37500000e-02,-2.15625000e-02,3.21000000e+00,1,1,0,0,0,0,0,0
9.61221264e-03,-4.87500000e-02,3.64375000e-01,3.46500000e+00,1,1,0,0,0,0,0,0
9.61221664e-03,2.92500000e-01,4.05312500e-01,3.26000000e+00,1,1,0,0,0,0,0,0
9.61222064e-03,-1.51250000e-01,3.35093750e+00,3.20500000e+00,1,1,0,0,0,0,0,0
9.61222464e-03,4.87500000e-02,3.18437500e+00,3.45500000e+00,1,1,0,0,0,0,0,0
9.61222864e-03,1.70625000e-01,3.11968750e+00,3.43500000e+00,1,1,0,0,0,0,0,0
9.61223264e-03,-6.87500000e-02,3.22625000e+00,3.19000000e+00,1,1,0,0,0,0,0,0
9.61223664e-03,-9.62500000e-02,7.90312500e-01,3.32000000e+00,0,0,0,1,1,1,1,0
9.61224064e-03,1.85000000e-01,-6.81250000e-02,3.28000000e+00,0,0,0,1,1,1,1,0
9.61224464e-03,-1.93750000e-01,3.88750000e-01,3.29500000e+00,0,0,0,1,1,1,1,0
9.61224864e-03,-1.16250000e-01,4.16250000e-01,3.30500000e+00,0,0,0,1,1,1,1,0
9.61225264e-03,1.01250000e-01,2.62812500e-01,3.24500000e+00,0,0,0,1,1,1,1,0
9.61225664e-03,-1.63750000e-01,3.28406250e+00,3.12000000e+00,0,0,0,1,1,1,1,0
9.61226064e-03,-8.12500000e-02,3.32343750e+00,3.47500000e+00,0,0,0,1,1,1,1,0
9.61226464e-03,1.23750000e-01,3.38187500e+00,3.36500000e+00,0,0,0,1,1,1,1,0
9.61226864e-03,1.25000000e-03,3.07812500e+00,3.15500000e+00,0,0,0,1,1,1,1,0
9.61227264e-03,-1.91250000e-01,2.37937500e+00,3.46500000e+00,0,1,0,1,0,0,0,0
9.61227664e-03,2.50000000e-01,-1.25000000e-03,3.39500000e+00,0,1,1,1,0,0,0,0
9.61228064e-03,-2.36875000e-01,2.10937500e-01,3.13000000e+00,0,1,1,1,0,0,0,0
9.61228464e-03,-1.91250000e-01,3.29062500e-01,3.18500000e+00,0,1,1,1,0,0,0,0
9.61228864e-03,2.00000000e-01,2.16250000e-01,3.44500000e+00,0,1,1,1,0,0,0,0
9.61229264e-03,-1.25000000e-03,2.71750000e+00,3.18500000e+00,0,1,1,1,0,0,0,0
9.61229664e-03,-1.31250000e-01,3.35562500e+00,3.44000000e+00,0,1,1,1,0,0,0,0
9.61230064e-03,2.62500000e-01,3.18531250e+00,3.46500000e+00,0,1,1,1,0,0,0,0
9.61230464e-03,1.45625000e-01,3.00093750e+00,3.33500000e+00,0,1,1,1,0,0,0,0
9.61230864e-03,-1.46250000e-01,3.10781250e+00,3.36500000e+00,0,1,1,1,0,0,0,0
9.61231264e-03,1.21250000e-01,-1.91250000e-01,3.40500000e+00,0,0,0,1,1,1,1,0
9.61231664e-03,4.62500000e-02,1.19375000e-01,3.18500000e+00,0,0,0,1,1,1,1,0
9.61232064e-03,-5.12500000e-02,6.93750000e-02,3.31500000e+00,0,0,0,1,1,1,1,0
9.61232464e-03,6.37500000e-02,2.19375000e-01,3.49000000e+00,0,0,0,1,1,1,1,0
9.61232864e-03,1.33125000e-01,1.67250000e+00,3.13500000e+00,0,0,0,1,1,1,1,0
9.61233264e-03,-2.23125000e-01,3.38593750e+00,3.38500000e+00,0,0,0,1,1,1,1,0
9.61233664e-03,3.25000000e-01,3.07000000e+00,3.49000000e+00,0,0,0,1,1,1,1,0
9.61234064e-03,1.82500000e-01,3.03187500e+00,3.41500000e+00,0,0,0,1,1,1,1,0
9.61234464e-03,-1.41250000e-01,3.07625000e+00,3.35500000e+00,0,0,0,1,1,1,1,0
9.61234864e-03,3.45000000e-01,3.81250000e-01,3.80500000e+00,1,1,0,0,0,0,0,0
9.61235264e-03,4.62500000e-02,-5.03125000e-02,3.02000000e+00,1,1,0,0,0,0,0,0
9.61235664e-03,-1.87500000e-02,-3.65625000e-02,3.25500000e+00,1,1,0,0,0,0,0,0
9.61236064e-03,-5.62500000e-02,3.90000000e-01,3.49000000e+00,1,1,0,0,0,0,0,0
9.61236464e-03,2.90000000e-01,3.12500000e-01,3.22000000e+00,1,1,0,0,0,0,0,0
9.61236864e-03,-1.66250000e-01,3.35187500e+00,3.22000000e+00,1,1,0,0,0,0,0,0
9.61237264e-03,2.62500000e-02,3.20625000e+00,3.46500000e+00,1,1,0,0,0,0,0,0
9.61237664e-03,1.55625000e-01,3.16593750e+00,3.44000000e+00,1,1,0,0,0,0,0,0
9.61238064e-03,-7.62500000e-02,3.22812500e+00,3.14500000e+00,1,1,0,0,0,0,0,0
9.61238464e-03,-6.87500000e-02,9.84062500e-01,3.32000000e+00,0,0,0,1,1,1,1,0
9.61238864e-03,2.10000000e-01,-7.87500000e-02,3.30000000e+00,0,0,0,1,1,1,1,0
9.61239264e-03,-2.23750000e-01,4.34687500e-01,3.21000000e+00,0,0,0,1,1,1,1,0
9.61239664e-03,-1.36250000e-01,4.04687500e-01,3.28000000e+00,0,0,0,1,1,1,1,0
9.61240064e-03,8.37500000e-02,2.56562500e-01,3.27000000e+00,0,0,0,1,1,1,1,0
9.61240464e-03,-1.93750000e-01,3.20062500e+00,3.07500000e+00,0,0,0,1,1,1,1,0
9.61240864e-03,-1.61250000e-01,3.34218750e+00,3.45500000e+00,0,0,0,1,1,1,1,0
9.61241264e-03,1.15625000e-01,3.41000000e+00,3.33000000e+00,0,0,0,1,1,1,1,0
9.61241664e-03,2.12500000e-02,3.05562500e+00,3.18500000e+00,0,0,0,1,1,1,1,0
9.61242064e-03,-1.48750000e-01,2.27312500e+00,3.50000000e+00,0,1,0,1,0,0,0,0
9.61242464e-03,2.52500000e-01,-1.43750000e-02,3.34000000e+00,0,1,1,1,0,0,0,0
9.61242864e-03,-2.21875000e-01,1.95312500e-01,3.18500000e+00,0,1,1,1,0,0,0,0
9.61243264e-03,-1.71250000e-01,3.44062500e-01,3.26500000e+00,0,1,1,1,0,0,0,0
9.61243664e-03,1.90000000e-01,2.03125000e-01,3.43500000e+00,0,1,1,1,0,0,0,0
9.61244064e-03,-1.37500000e-02,2.73781250e+00,3.12500000e+00,0,1,1,1,0,0,0,0
9.61244464e-03,-1.28750000e-01,3.35843750e+00,3.38500000e+00,0,1,1,1,0,0,0,0
9.61244864e-03,2.37500000e-01,3.19156250e+00,3.41500000e+00,0,1,1,1,0,0,0,0
9.61245264e-03,1.56875000e-01,3.00968750e+00,3.30500000e+00,0,1,1,1,0,0,0,0
9.61245664e-03,-1.78750000e-01,3.09031250e+00,3.42500000e+00,0,1,1,1,0,0,0,0
9.61246064e-03,4.62500000e-02,-2.19375000e-01,3.35000000e+00,0,0,0,1,1,1,1,1
9.61246464e-03,8.06250000e-02,1.48750000e-01,3.26000000e+00,0,0,0,1,1,1,1,1
9.61246864e-03,-4.37500000e-02,8.75000000e-02,3.37500000e+00,0,0,0,1,1,1,1,1
9.61247264e-03,4.37500000e-02,2.18125000e-01,3.50500000e+00,0,0,0,1,1,1,1,1
9.61247664e-03,1.43125000e-01,1.39937500e+00,3.16000000e+00,0,0,0,1,1,1,1,1
9.61248064e-03,-2.60000000e-01,3.37968750e+00,3.40000000e+00,0,0,0,1,1,1,1,1
9.61248464e-03,3.07500000e-01,3.07218750e+00,3.50000000e+00,0,0,0,1,1,1,1,1
9.61248864e-03,1.72500000e-01,3.04625000e+00,3.41000000e+00,0,0,0,1,1,1,1,1
9.61249264e-03,-1.53750000e-01,3.10218750e+00,3.24000000e+00,0,0,0,1,1,1,1,1
9.61249664e-03,4.17500000e-01,5.22500000e-01,3.84500000e+00,1,1,0,0,0,0,0,0
9.61250064e-03,2.37500000e-02,-5.15625000e-02,2.98500000e+00,1,1,0,0,0,0,0,0
9.61250464e-03,-8.31250000e-02,-3.75000000e-03,3.28500000e+00,1,1,0,0,0,0,0,0
9.61250864e-03,-8.62500000e-02,3.74687500e-01,3.48500000e+00,1,1,0,0,0,0,0,0
9.61251264e-03,2.60000000e-01,3.34687500e-01,3.26000000e+00,1,1,0,0,0,0,0,0
9.61251664e-03,-1.38750000e-01,3.35906250e+00,3.20500000e+00,1,1,0,0,0,0,0,0
9.61252064e-03,1.25000000e-03,3.23468750e+00,3.42500000e+00,1,1,0,0,0,0,0,0
9.61252464e-03,1.46875000e-01,3.19187500e+00,3.38500000e+00,1,1,0,0,0,0,0,0
9.61252864e-03,-9.87500000e-02,3.23906250e+00,3.23500000e+00,1,1,0,0,0,0,0,0
9.61253264e-03,-1.01250000e-01,9.84062500e-01,3.33500000e+00,0,0,0,1,1,1,1,1
9.61253664e-03,2.22500000e-01,-1.06875000e-01,3.29500000e+00,0,0,0,1,1,1,1,1
9.61254064e-03,-2.01250000e-01,4.84375000e-01,3.23000000e+00,0,0,0,1,1,1,1,1
9.61254464e-03,-1.21250000e-01,3.92500000e-01,3.37000000e+00,0,0,0,1,1,1,1,1
9.61254864e-03,6.37500000e-02,2.54375000e-01,3.31500000e+00,0,0,0,1,1,1,1,1
9.61255264e-03,-1.88750000e-01,3.21656250e+00,3.08500000e+00,0,0,0,1,1,1,1,1
